"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"117445153","avery","Didn’t have any short grain rice so I used basmati rice and it worked great! Grocery store didn’t have boneless skinless thighs so I just deboned regular thighs and kept the skin. Happened to have TJ’s Thai lime and chili cashews and they added the perfect amount of spice. Pretty flavorful recipe- would make again!","1647750319","318"
"117439241","Sue","We don't eat chicken, but this was great with tempeh (sliced & cooked atop the rice; no initial browning). I used two peppers for more veg and added a few shakes of tumeric for color.","1647714491","228"
"117551024","Ed in San Diego","Made this last night with the following changed suggested by others: I doubled the garlic and ginger, and used jasmine rice, light coconut milk, and added 1 Tbs garam masala, 1 Tbs fish sauce, and 1 seeded jalapeño pepper to the rice and broth.  Those changes made it anything but bland, it was a delicious hit!  Will definitely make it again, and it was easy. A great recipe that you can tailor to your liking with all sorts of additions or substitutions.  Five stars!","1648404254","214"
"117454284","robin","Used chickpeas instead of chicken.  Added half jalapeño with garlic and ginger.  Added yellow and orange peppers eppers and broccoli.  Used jasmine rice and cooked for 15 min. Really good!","1647823917","187"
"117444083","Sarah","Somehow I have 4 different types of rice, but no short grain. Anyone have any thoughts on using long grain white rice instead?","1647741710","178"
"117449525","JennA","Anyone sub with breasts?","1647795553","176"
"117453615","DF","I had a friend from Afghanistan who made this dish, and called it Bor Pilau.  Some carrots add color when thrown in about halfway through cooking.  And when I was in college, the Fanny Farmer cookbook has a very similar recipe made with chicken or pork chops, and deemed it South American.   Guess a good idea is a good idea the world over.","1647819443","156"
"117453245","Gregg","Loved this, definitely add hot sauce, which I would never have guessed to do.  I'd double the ginger, salt liberally, and add a half cup of raisins which added some sweet depth.  I used Calrose rice.  This is really good and really easy.","1647817143","154"
"117448390","Janet M","Made with basmati rice. Loved it with green Tabasco. Extremely easy, and it was the best new recipe I’ve made in a while.","1647790022","137"
"117448438","Lori Grannis","Very important to use large crystal kosher salt in this measurement. Substituting fine grain sea or table salt adds more sodium, simply because fine grain salt will amount to greater volume.","1647790210","119"
"117455298","rose","This was beyond the beyond of bland. I added turmeric, cumin and coriander and still so boring. I see why it recommends hot sauce","1647830860","117"
"117455185","No oven?","Has anyone tried this on the stove top with no oven?","1647829982","105"
"117448315","Cindy","I’d use gochujang.","1647789713","95"
"117515302","Cookie","Made this on the stove top...worked out very well. Serving with wedges of lime and hot sauce","1648156412","91"
"117465184","Liz","Solid recipe that’s on the bland side without the hot sauce.   I stirred in Sirachi, but think adding some red pepper flakes to the ginger sauté might add the needed heat.  I chopped my cashews too fine; larger pieces would have added more crunch.  Good enough to make again, and delicious for lunch the next day.","1647890734","90"
"117452966","Janet M","Vicki,  Yes, I used light coconut milk. It worked like a charm and was very flavorful.","1647815533","63"
"117513227","Faby","I substituted the chicken for boneless skinless breasts. With kitchen shears I cut the chicken breasts into about 50 cent coin sizes. I didn’t have scallions on hand so I just used red onion. This is going to have to be one of my frequent on the menu meals. It was so flavorful and delicious! I plan on substituting white rice for brown next time.","1648148038","57"
"117452261","Sue","Brown rice will take significantly longer to cook, so you might par-boil until the grains are just becoming tender (but still chalky at the center) before adding them to the dish when the recipe calls for the rinsed basmati.","1647811901","53"
"117455894","DL","For some reason when I saw the recipe photo I assumed the yellow chunks were pineapple, and now I might just try that…","1647836862","49"
"118050331","kiki","I made a lot of changes but it turned out awesome!  After browsing the chicken throw a chopped shallot or yellow onion in the pot with the pepper and sauté.    Then add the garlic and ginger and add 1/2 tsp turmeric, 1/2 tsp coriander and 1/2 tsp cumin and 2 Tbs Sriracha.   Sauté these and then do the rice and other steps and add 3 bay leaves before baking.   I added lime juice to finish it after it baked.    I would also consider adding peas.","1651102667","48"
"117453423","Brad","Yes, they are different. Green peppers are unripened peppers and have a very distinct taste. Peppers in different stages of ripeness, depending on the variety are yellow, orange and red. The yellow is the sweetest, orange about the same and the red has a very distinct ripened flavor and is the one most often used in Italian cooking.","1647818163","45"
"117463107","esther","I'll bet this would work great in the instant pot. 15 minutes on high pressure would do it.","1647882716","42"
"117508810","ConnieB","I've been craving fish curry, so I used this as a base. I added a can of tomatoes, some turmeric, cumin, garam masala, & red pepper flakes, subbed veggie stock for chicken, and used brown rice. I baked it for 30 minutes, stirred, then added chunks of fish over the top for the last 20-25 minutes until the rice was done. This was easy and delicious!","1648133552","36"
"117450015","Sandy","Use Arborio or any risotto rice","1647798113","35"
"117541402","Eric","Yes! As written this recipe contains about TWICE the daily suggested amount of saturated fat for one serving.  That's more than four Big Macs. Sorry but coconut milk fat is just as bad as animal fats according to the American Heart Association.","1648315917","35"
"117697528","Carolyn","Team Bland. The cooking liquid tasted and smelled fantastic when I started cooking the rice, but the rice just absorbs all the flavor, and it ends up bland. And I even doubled the garlic, ginger, and scallions, and added Tajin with lime. I was seduced by the one-pot mystique and regret it. I think it would have been good if I'd cooked the rice in the broth in another pot and simmered the rest of the ingredients in the coconut milk.","1649121829","33"
"117470176","Meridith P","I agree with Robert. If you use long grain rice (jasmine, basmati), 1-3/4 cups of broth PLUS a full can of coconut milk makes for a mushy outcome. Next time will try less broth if using jasmine rice (our house staple). Was still delicious, though!","1647923661","27"
"117454271","Corlan Johnson","Why not use low fat coconut milk?","1647823834","26"
"117465592","Kardon","Great dish.  Next time I'll use more scallions - maybe whole bunch - and more veggies like carrots; possibly add ginger slices too.","1647892791","26"
"117450556","Rjb","The only dumb question is one you don’t ask! “Rinsed until water runs clear” is an instruction for uncooked rice. Calling it a “one pot dish” is another clue that the rice doesn’t need separate treatment. Then, in this recipe, the rice cooks in the broth and coconut milk.","1647801359","24"
"117536765","SGS","Double ginger and garlic. Then use half on the chicken while it's browning.","1648256331","23"
"117502577","diane marrich-simon","Used chicken breasts successfully.","1648082778","22"
"118933873","Booky Beck","In response to other cooks’ comments, I doubled the garlic and ginger, added a minced onion and a tsp of red pepper flakes with them and threw in a rough tsp each of ground coriander and cumin. The measurement provided for scallions is misleading. I used more than a full bunch and barely had the half cup called for. I also added some raisins which did, in fact, add a lovely sweetness - a la an Indian biryani. It was FABULOUS, especially with some sriracha.","1655986696","22"
"120347709","Doug C.","Unlike several other reviewers, my wife and I did not find this to be bland and though it was quite tasty. It is NOT a spicy dish, and the coconut milk dominates.   HOWEVER, I noticed one thing — if I added hot sauce (we used Frank's), the coconut rice was overwhelmed by the spice and did seem rather bland.   My suggestion: SKIP THE HOT SAUCE! (And I say that as someone who loves spicy food and uses a lot of hot sauce on other things.)","1662909470","21"
"120633448","Brendan O","I’ve made this a couple of times now with these enhancements that really make it special: - Add a second pepper. I chose red - Increase chicken broth to 2 cups - Add one tablespoon each cumin and turmeric to mixture - Double cashews to 1 cup - Add 1/2 cup yellow raisins","1664315218","21"
"117447125","Robert","Seems like a liquid to rice ration. Cut it down for long grain rice.","1647784058","20"
"117502714","Lois","This was delicious and an easy weeknight meal.  I used brown basmati rice and light coconut milk to make it healthier.","1648083759","19"
"120833296","Rachel","This is a great base recipe, but is bland if you make it as is. Definitely needed more acid and spice. I seasoned the chicken with some cumin, coriander, and chili powder in addition to s&p. Added cayenne, gochujang, lime juice, and a little fish sauce to the broth. Topped with sriracha and more lime. Turned out well!","1665237496","17"
"117541304","Gerry","Coconut is subtle. Add shredded coconut to taste it more.","1648315281","16"
"117523757","Stacey","I found this bland and off-putting. The ginger and garlic barely come through. It’s mostly just a mildly coconutty congeal of sticky rice with an occasional piece of pepper or chicken. Hot sauce helped a lot. But I like a very flavorful dishes and different textures, which this isn’t really.","1648213152","15"
"117492222","Angèle","This was a huge hit - made this for a quick weeknight dinner with my roommate. I am a home cook and she is a ""let's do what is easy and will result in the fewest dishes"" person - this dish struck the perfect balance! I recommend adding a splash of fish sauce or coco aminos if you have it, for a little extra umami. We also used basmati rice b/c that is what we had on hand. Other than that, we followed the recipe exactly and were so impressed at the high flavor yield. Simply delish! 5 stars!","1648048544","11"
"118943743","Rachel in New York","Super easy and fairly tasty one-pot recipe!  I followed the recipe pretty closely except I didn’t have cilantro. It was decent, but bc of the chicken fat, coconut milk, and nuts, it really needs a little something to cut through the richness. None of my hot sauces were quite right, so I used red curry paste instead (thinned w hot water). Perfect! Next time I’ll use more salt, remove some rendered chicken fat, fry curry paste with aromatics, use cilantro, and finish w a squeeze of lime.","1656011543","11"
