"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"16120626","me!","• White sauce = plain yogurt, scant 1/4 c. mayo, 1/2 lemon juiced + lemon zest, basil/parsley/zatar/sumac/minced garlic. Chill for 4-5 hours.<br/>• Marinade meat overnight & cooked with peppers & onions. F<br/>inish with broil for 2-3 minutes<br/>• Serve with tortillas instead of pita + sliced cucumbers & tomatoes + feta. (Hummus is overkill side)<br/>• Serve with chickpeas salad (olives, tomatoes, red onion, parsley/basil)","1509374245","1906"
"16209112","Sam Sifton","Trim eggplant and cut it into long slices. Salt the slices and let them sit for 20 minutes or so, then pat them dry. Line a rimmed baking sheet with paper towel and place a wire rack on top. In a large, deep skillet, heat 1/2 cup oil until a drop of water flicked into pan sizzles. Working in batches, fry eggplant until just tender, 20 to 30 seconds per side. Transfer fried eggplant to rack to drain. Nice with shawarma!","1509374157","971"
"16070774","Christine Staples","I've lost track of how many times I've made this amazing dish since I first cut it out; there's some in the fridge right now. I have made the following additions: more onion - it's so good. More chicken - it goes so fast: 3 pounds. Two pounds of carrots, which I toss in the marinade and roast with the extra red onion. An astonishing recipe!","1509374362","831"
"14038211","Linda E.","I used chicken breasts to cut some of the fat here and reduced cook time to about 20 minutes so the chicken wouldn't dry out. It was delicious, juicy and light! ","1509365537","586"
"18723428","Danielle","One of my favorites!!!  Sometimes I buy extra chicken thigh packages and freeze the raw chicken thighs in the marinade 1 pound at a time.  This way during a busy weeknight, I have an easy homemade recipe ready to go.  I usually thaw it out first thing in the morning or even overnight.  Works great!","1508877742","573"
"17072839","Andybhoy","2 1/2 tablespoons of oil is enough - 1/2 cup is way too much !","1509378133","426"
"16298796","LiveToFish","All dry ingredients have been combined and stored with a label ""Shawarma Mix"". Awesome.","1509376092","415"
"17480244","cookies or cake","I second the suggestion to double the onion.  If you have tasty lemons (like Meyer) cut them into eighths and roast along with the chicken -- exceptional!","1508870871","397"
"16983849","Alexandra Lightning","This is a superb  and easy supper. Marinated boneless thighs about 8 hours in fridge and cooked exactly according to recipe with the additional pan frying. Added a Greek salad made with seeded, English cucumber, mini San Marzano tomatoes (Trader Joe's), Kalamata olives, Greek feta, sherry vinegar and olive oil. No pita needed. Also made a yogurt sauce using 2% Fage (the best!) with lemon zest & juice,  a couple cloves of garlic put through a press, and salt and pepper. Marvelous!","1509378127","332"
"17255092","Pam","Very easy, absolutely delicious. Combined the following to make a tahini sauce: 1 c plain yogurt, 2 T tahini, 1 T lemon juice. 1/2 t. salt.","1508867594","236"
