"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"104870675","Bob Rosen","I'm surprised at the medium-high heat recommended for caramelizing the shallots. In my experience, shallots are much more sensitive to cooking temperature than onions — and are prone to burn if cooked too quickly. I'd suggest turning the heat down just as soon as the shallots have begun to sizzle a bit — otherwise they'll be burned well before they've fully caramelized.","1580256040","953"
"104857652","Allan Rivlin","You could replace anchovies with a kalamata olive tapenade and/or reconstitute some sun-dried tomatoes in water and fine chop.","1580210820","900"
"104861363","Tim","As one of the Instagram messengers who asked for this — with zero expectation —thank you times a million!   For those asking for an anchovy substitute, that’s kinda like reading a recipe for olive oil cake and then asking what can be used instead. I’d try with a smaller amount Of anchovies — even just 1 or 2 — and work your way up. Cooked like this they somehow both disappear into subtlety while exploding with savoriness. I used to think I hated anchovies, but I don’t anymore thanks to Alison.","1580225265","458"
"104891996","Bonnie Tawse","On Instagram earlier today, Alison Roman said (in so many words) this dish is all about the anchovies so do not ask about an anchovy substitute, just make a different pasta dish.","1580351049","352"
"104855671","Doug","Any suggestions for an anchovie substitute?","1580185654","347"
"104869492","CFXK","The things you learn...  Preparing this tonight.  Local market had choice of Hunts Tomato Paste and Hunts No-Salt-Added Tomato Paste. With salt from the anchovies and that used in caramelization, wanted to be careful with additional salt.  Bought both and decided I'd figure it out later.  Back home, I checked ingredients and nutritional values. Want to know the difference between the two?  The labeling!  Nothing else. Otherwise identical.  It's just marketing.  Who'd a thunk it?  Caveat emptor","1580249983","338"
"104860888","Gee","Umeboshi paste (made from Japanese fermented plums) is a terrific vegan substitute for anchovies.","1580224071","319"
"104893750","Adrienne","Serious Eats says 1 Large Shallot = 1/2 cup minced or sliced. 1 Medium Shallots = 1/4 cup minced or sliced. 1 Small Shallots = 2 tablespoons minced","1580358953","300"
"104948149","wkmtca","i want to know how anyone can cook thinly sliced garlic, over medium heat, for 15-20 minutes without them burning to a bitter mess.  no, i don't think so.  i would add them maybe 5 minutes before the end of the cooking process.  this is like recipes that say to cook onions until caramelized.. 10 -15 minutes.  in your dreams, plan 30 - 45 or more minutes for that.","1580574747","240"
"104882616","Rick","So can anybody who has had success with recipe tell me about how much in grams or ounces you need for the shallots. Large means nothing to me.  It is a shame that people who write recipes like this for mass consumption can not be more specific on the amounts of ingredients.","1580314495","194"
"104861970","MelanieSQ","ATK's taste test had King Oscar (tin) as the favorite brand, with Ortiz in the glass jar in 2nd.  Ortiz is about $13, King Oscar less than $3.","1580226771","189"
