"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"104954981","Randy","@Cassie: Shrimp will turn rubbery and flavorless if cooked ahead and reheated...not good.  To make ahead: Make marinade but DO NOT add the shrimp. Make the leek & bean stew. Both can be done ahead and held in the refrigerator (cooled & covered) without deteriorating. Just before serving, reheat the stew, marinate the shrimp, saute the shrimp in butter just until they turn pink and then add them to the stew. The shrimp will be tender and the stew will be perfect.","1580609314","1633"
"104953414","Mimi","Make a quick shrimp stock with shrimp shells to use in place of chicken stock: 1TBS veg oil warmed in pan, add shells and sauté for 3 min. Add 1/4C dry white wine and 1 3/4 water to pan with celery leaves and lemon peel if you have. Simmer for 10 min. Drain through sieve into pan with leeks and beans.","1580603478","1371"
"109190354","andrea","Made this exactly according to the recipe and it may be the best thing I ever cooked in my life — I’m 71.","1600475826","776"
"104934811","Caroline","Lovely! I traded shallots for leeks and added a bag of spinach for more greens. Served with some garlic naan on the side.","1580514587","742"
"110402276","fill my grave with this stew","i'm going to be real, i eat this whole thing in one meal.","1606872617","501"
"104898255","Natalie","This was really quick and delicious, but next time I would use slightly less shrimp, more beans, and more broth. I used a half of an onion instead of leeks because that is what I had on hand and it tasted great.","1580392221","450"
"104933524","Michael","I wonder if adding a bit of white wine and letting it cook down before adding the broth would add a nice flavor to it ....","1580510307","306"
"104897566","Shelley","This was easy to prepare as a week night meal and quite delicious. I followed the recipe as written except that I used about 5-6 cloves of garlic. My husband felt it needed more beans, so next time I make it, I will use two cans. I sautéed the shrimp in two batches to avoid overcrowding the pan. I also made some penne rigate as I thought rigatoni is too large. The rigate was the perfect size and a good addition to add some heft for those wanting a heavier meal. Definitely a keeper.","1580390495","172"
"104891101","Jeff Mullen, Ohio","This is the rare recipe that I could smell and taste as I read it. I made it for my family tonight. They were wowed. I served it over linguine with torn, toasted French bread to sop the juice. I made one change. I wanted the lemon juice in the marinade. So I put it in with the shrimp marinade and reserved it. When the recipe calls to add the lemon juice, I added the reserve marinade. The whole recipe took about an hour, not 30 minutes. But one of the best.","1580346991","153"
"104893519","Sanjay","My wife and I loved this. Thinking of swapping in shallots for leeks next time to speed up the prep.","1580357760","150"
"104890926","Jennie VT","Oh, yum! Made this tonight in about an hour, served with crusty bread and a good pinot noir. Flavors are bold, rich and satisfying, the beans add heft and creaminess and the lemon juice adds a fine note of brightness. I increased the lemon zest to the entire lemon's worth (about a Tablespoon) because I love that flavor and decreased the salt and pepper added to the shrimp to 1/2 teaspoon each, which to my taste was plenty. This is so good, the two of us almost finished it off!","1580345760","133"
"104912272","SM","Delicious and simple, only thing I would change is cooking time of shrimp to 1-2 mins, slightly undercooked. Before adding to sauce. Or even cooking shrimp separately and adding to sauce immediately after cooking for 2-3 mins.","1580428207","129"
"108357469","Lisa","Fast, easy and tasty.  A stick-to-your ribs kind of meal (as in very filling).  Made for 2  with 1/2 lb. shrimp, 1 can of Great Northern Beans, and 1/2  of a large onion instead of leeks.","1595940678","98"
"104938650","kmm","A really good recipe! I followed the advice of another cook and added a second can of cannellini beans. I also made a quick stock with the shrimp tails, and supplemented it with a bit of veggie broth to make 2 cups instead of using chicken broth, but otherwise followed the recipe. We loved it, and it came together quickly.","1580528241","96"
"104952646","Jill","Excellent and easy. I used fennel instead of leeks because that’s what I had on hand and we love fennel. It worked beautifully. I’ll definitely make this again.","1580600699","93"
"108607873","keep it simple","Add the shrimp and marinade last instead. The shrimp cook well in the broth and it’s easier than putting shrimp in and taking shrimp out.","1597282224","47"
"109004118","NancyBelle","Made this last night for two so halved the recipe.  Followed another reader’s advice to use the tails to make a stock with the shells, white wine, celery leaves, carrots and lemon peel.  I added this to part chicken broth and part water.  I also added a bit more of the beans than called for (I made mine from dry beans simmered with a rind of Parmesan and bay leaf and garlic).  I have to say this recipe was outstanding.  Served over pasta and it was delicious but I’ll use the grilled bread next!","1599495142","42"
"112410545","Autumn","Deglaze the pan with some white wine after browning the leeks and before adding the remaining ingredients. Really kicks the flavors up a notch.","1618328972","42"
"104954604","Audra","We really enjoyed this dish, but I agree with the previous comments about adding more beans & broth than the recipe calls for. Also we were running low on shrimp, so we actually added some cod in too and it turned out great!","1580607731","39"
"108799311","Susan Margaret","Really good! Used Rancho Gordo “Marcella” beans (more than recipe calls for). No leeks, so used some onion. Reduced the butter to about 1 tablespoon and added olive oil. Marinated shrimp and bay scallops in 1/2 teaspoon smoked paprika, garlic, salt, pepper, lemon zest and juice; did not cook separately but added to broth and beans to cook near the end. Two cups of broth is just right, especially as I used more beans. Added some preserved lemon and a dollop of harissa, fresh dill and basil.","1598324412","38"
"105101005","boognish","It's to remove some of the starch and salt. Some beans tend to take on a metallic flavor when coming out of a can, and I find that rinsing can reduce that flavor as well.","1581139452","32"
"108551999","c","I took readers' comments to heart, and made with 1/2 onion (only two of us here), no oil no butter, simply softened in a couple of tbsps water, full can of beans (rinsed), seafood stock instead of either chicken or vegetable. Shrimp w/sweet paprika. Added baby spinach to off-heat pot, just so it wilted. Very nice! Quick too.","1597013715","27"
"115888906","Tom","Love this recipe. We’ve made it many times. Shallots instead of leeks just because that’s what we usually have around. We also add a bunch of kale or other greens before the beans. Once the greens are wilted, just keep on with the recipe as written. A little extra lemon juice won’t hurt either. And our toasted bread has garlic, Parmesan, and herbs. Great dish. Having it again tonight.","1639352984","27"
