"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"101118469","Jay","For those interested in cooking the recipe but who (like me) don't use ""converted"" (parboiled) rice, I suggest you could substitute 2 cups long-grain rice and 2-1/2 cups of stock.","1561469689","431"
"102181246","obinna","I’ve made this three times now. My thoughts:  1) solid recipe with superior flavor and great balance. My wife is in love with this.  2) to me, a Nigerian, this doesn’t exactly taste like jollof. In facts it’s probably the least “jollof” tasting jollof I’ve ever had but it’s still delicious  3) recommend cooking on stove as opposed to oven. You will achieve the slight burn to the bottom which provides excellent flavor. I cooked it between 4-5 on electrical stove for 30 min, then left covered 10","1566648930","325"
"101129780","Prakash Nadkarni","Good recipe, but I doubt Ms. Komolafe's claim that smoked paprika substitutes for the caramelized rice that's obtained by stovetop cooking. Iranian cuisine uses caramelization for chelo rice: the delicious browned bottom crust, the ""tahdig"", is savory-sweet rather than smoky. I'd use a wide non-stick pan instead of the oven in step 4, and after the stock is absorbed, set the heat to low (2/10 on electric heat) and cook lid-on for 30 mins unattended.","1561497670","263"
"101185187","david","I made it with three cups of basmati rice - didn’t change the recipe and came out great!","1561739166","156"
"107934370","Pierre","I've probably made this about a hundred times since this recipe was published.  It has become a staple of my cooking, and one of my favorite recipes to make.  I love how spicy , I love how tomato-y it is . It's just so delicious, all of it.  The sweetness of the onions really work well here, I usually make more than what the recipes call for because everyone end up fishing for more onions.   It's honestly a delicious dish. And I love this recipe.","1593748118","141"
"101118740","Roak","The wording on the rice ingredient isn't precise: parboiled long-grain rice, basmati or jasmine rice.  If I use basmati, do I parboil it? If not, reversing the sequence would be clearer: basmati, jasmine or parboiled type long-grain rice.","1561470288","127"
"101556693","Lilian","Raw chicken will give the rice that 'raw chicken' smell. Rice absorbs the flavors around it, so unless you want that, nah. Whenever I add chicken to a rice dish, I make sure to braise it in its own liquids first (pan, no water, medium heat) until browned. Bone-in preferably. Then I add it right after the tomatoes/peppers/spices, and reduce the heat until the chicken is coated. Then I add the liquid (broth or water), and then the rice, and cook as directed here.","1563556699","84"
"109081980","Ayanfe","I would swap the turmeric with nutmeg, then add some curry powder and thyme. Also cook on the stove!  Yet to meet anyone who doesn’t like jollof rice. Whenever I have a party and serve it, some of the non-Nigerians want takeaway, the rest are to shy to ask because when I offer, it’s a resounding yes. For the Nigerians, the takeaway is a given. My point is, if you make this dish for a party, the custom is to make enough that your guests can have takeaways.","1599883026","80"
"102802108","Edward","Wow. This rice is a total flavor bomb. It's like Mexican rice but full of smoky flavors and warm spices and heat and onion and garlic and ginger! Wow. Wow wow wow","1569811143","72"
"114106835","Caitlin","My twelve year old son made this for dinner tonight to celebrate the sale of my first novel on Friday. It was about the best thing I’ve eaten in forever. Perfectly salty and tomatoey and such depth of flavor from the herbs and garlic and chicken broth. Amazing.  Tomorrow I want the leftovers with some sliced avocado and a fried egg on top!  We served ours with some simple lemony herbed grilled chicken thighs and an all frisée salad.  I feel very feted.","1629070774","72"
"101209483","SamSam83","Yewande Komolafe has a wonderful video on NYT IG page which demonstrates the cooking process. Regarding the use of smoked paprika, she explains that it is used to mimic the smoked effect obtained when cooking over an open fire. It is not for caramelization.","1561848014","59"
"107752829","lulu","mince 2 garlic cloves and fry in step 3 in addition to sliced garlic. strip 4 sprigs of thyme of leaves and fry with tomato paste etc in step 3.  1 heaped tsp turmeric 3/4 tsp paprika 2 dry bay leaves 4 cups broth...i cooked on stove top","1592966626","55"
"101141200","Barbara","I've made Jollof rice for years on the stove.  I can't imagine using the oven in the heat of summer.","1561563373","47"
"101925771","naio","This dish was incredible! I made it to go with the Peruvian Roasted Chicken recipe because my family loves saucy, flavorful rice with roasted chicken - swapped the habanero pepper with 1/4 teaspoon of aji amarillo paste in the obe ata to keep the flavors consistent, and it was amazing! Thanks for a great recipe.","1565376627","46"
"102236679","Janis Afotey","I have cooked jollof both the traditional way and in the oven. This is, by far, my favorite way to prepare jollof. I used jasmine rice. I found the one habanero chile to be insufficient. It didn't bring the heat that traditional jollof does. All in all, this is a very good recipe.","1566957213","37"
"108701784","Marcella","This is an excellent recipe! Don’t be dismayed if you don’t have parboiled rice, I used regular jasmine with no modifications to the liquid ratio and it was perfect. I made the full obe ata recipe and halved the rest, using one cup of obe ata in the final dish. The ratio of 1.5 cups rice:1 cup obe ata:1 cup broth yielded perfectly cooked rice, and I’m picky. Out of necessity I did use jalapeño instead of habanero, a whole one gave it a mild spice level. Delicious!!","1597810603","21"
"104344056","Rachel","Sauteed shrimp are awesome alongside this rice.","1577507920","18"
"104481457","EricJM","For OBE ATA:  1 tin (approx. 400 grams) Whole peeled tomatoes in juices (vegetables as listed would be same) 30 ml Canola or vegetable oil  For JOLLOF RICE:  118 ml (4 ounces) of Canola or Vegetable oil Onion & Garlic as listed 15 ml of tomato paste 5 ml dry tumeric 1.25 ml paprika (optional) 708 ml long grain rice of choice, but parboiled short grain works fine. Spices and herbs as listed 472-474 ml (16 ounces) stock.  Heat oven to 175 Celsius, or Gas Mark 4 (Moderate)","1578372863","17"
"108069400","Barbara","I've been making this on the stovetop for years.  Living in the South, it's a no-no to heat the oven during the summer.  A half cup of oil is a lot. The dish is delicious with only a tiny amount of oil for browning.","1594404828","17"
"106130926","Bernice Glenn","The recipe I have is from <a href=""http://www.congocookbook.com/rice_recipes/jollof_rice.html"" target=""_blank"">http://www.congocookbook.com/rice_recipes/jollof_rice.html</a>. While the basics are the same, this recipe includes cinnamon, curry powder. Vegetable added in along with the rice: sweet green pepper chopped, string beans or green beans, green peas,carrots, chopped, cabbage, chopped. 4 cups of rice are added but only 2 cups of broth, so it seems as if this is parboiled rice, or else more liquic would be added. I cooked a simplified version.","1585527435","16"
