"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"102673540","Cookie","I award it the Pullet Surprise!","1569259509","1278"
"102682493","Tim Huddleston","I do like olives but they aren't a favorite. Would a combination of olives and capers be OK? Or would the tang of the capers compete with the flavors of the chicken?","1569283249","437"
"102781078","hermsoven","We found our new chicken favorite. Perfect. Suggest not tampering with it. If you don’t like the ingredients, find another recipe before un-creating this one. In my oven, 25 minutes at 450°F leaves the chicken beautifully brown and juicy. A layer of aluminum foil will help keep the pan clean. Try spreading some of the marinade in the pan before adding the chicken. Move the chicken pieces around to coat the bottoms, then pour the rest of the topping over the skin sides.","1569616126","425"
"102687266","Frederick Tibbetts","Variations. For the vinegar, substitute the juice of one whole lemon, plus its zest. Instead of green olives alone, consider a mix of olives of different colors, including some kalamata, crushed and pitted. Bearing in mind that the parsley is going to wilt, not cook, add to it some fresh basil leaves, or some dried herbs, like thyme, tarragon, or marjoram. Any of these changes will play well with the chicken and turmeric.","1569311081","339"
"102694767","Far and Sure","Is there a reason to not mix the vinegar with the turmeric and olive oil? Won't pouring the vinegar over the chicken wash off the mix? Not asking for a friend.","1569338033","309"
"102776067","Debra Silkman","I'm not sure what happened to my note, so here goes again...don't use cast iron, it reacts with the acid and makes the dish taste tinny.  Use a sheet pan instead.","1569600101","292"
"102795689","Leslie","a note on turmeric --  there have been high levels of lead detected in tumeric, especially from India and Pakistan.  Packaging does not need to provide information with origin of powder, just place of packaging.  People have been advised to purchase new tumeric if you are using an older pack -I live in the UK so I do not know if this information has been distributed in the USA   also:  made this chicken.... loved it","1569754860","238"
"102828034","Glenda Corning","This was a hit... comes together quickly and is absolutely delicious! A few notes that might be helpful. Eight chicken thighs are about 3 pounds. An 8-oz jar of Castelvetrano olives yields 1 1/2 cups olives. Lastly, it is really important to grate the garlic so it is not overwhelming as it is never cooked. I love this main dish paired with farro and sauteéd spinach. It is elegant, simple and delicious!","1569902492","227"
"102757363","Sheryl Reich","The recipe was immediately appealing, but my husband of 24 years finally confessed that he ""didn't get much out of bone-in chicken"", so I tried it with boneless breasts and kept an eye out for overcooking.  It totally worked.  If anything, the tumeric measurement is a bit too modest.  Served it with mashed potatoes and parsnips.","1569537191","207"
"102777248","Laundy","Full disclosure:  I haven't cooked this, yet.  I will change Step 1 before even cooking it, though.  I don't mind an extra dish to clean, such as a deep bowl,  to toss ingredients before putting them into a rimmed baking sheet.  I learned that lesson (losing pieces to the floor) a long time ago.","1569602525","140"
"102709418","John Mark","Wonderful recipe! Cooking for olive haters? I love them but my husband hates them so I generally don't cook with them.  Instead I used chopped mushrooms (about 1.5 cups) and sundried tomatoes (around 1/4 cup) along with the garlic and parsley. It was delicious. (Might have been even better with olives but maybe next time.)  Also didn't have turmeric but used Indian five spice instead, and balsamic instead of white wine vinegar (it's what I had).  Lots of room for variation with this recipe.","1569367829","131"
"102693162","Doug Peddie","I would imagine this could be done in a cast iron pan vs a baking sheet?   Liking the addition of capers, lemon juice and crushed peppers.","1569334749","114"
"102718157","Russ","Easy to follow recipe.  Turned out very well.  Made a couple of modest modifications.  Added some lemon zest and juice of a lemon to the olive and parsley dressing.  Also added a few capers and a bit of smoked paprika.  Accompanied chicken with caponata and corn on the cob.  To be honest, polenta would have been ideal to sop up the dressing.  Had a Nero d'Avola with this dinner.","1569418422","113"
"102783192","SheilaW","To make this a complete one pan meal I added halved small potatoes to the pan and served it on top of several leaves of lettuce (Boston or bib). Chicken and potatoes cooked the same time and the sauce served as the dressing. I agree with the comments to add lemon and I will Also cut back on the olive oil next time. Turmeric doesn’t provide much more than color. Maybe a nice substitute will be paprika.","1569624203","94"
"102681494","M. Toft","I added crushed Maras pepper flakes to the chicken before it went into the oven, and lemon juice to the olive mixture to perk it up. Absolutely delicious!","1569279282","92"
"102783903","Claudia","Followed the recipe exactly but probably didn’t find the exact olives—did my best at the olive bar.  You know, I just celebrate when a recipe doesn’t start with sautéed onions...this all comes together in the oven where you don’t need to fiddle with anything for a good 30 minutes.","1569628308","66"
