"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"26714463","Kim","I cannot comment of the taste of the sauce. It was cooling and I ran a short errand. In the meantime, my 8 year old Labrador Retriever, Jake, (who had never, ever bothered anything in the kitchen) somehow got the pot off of the cooktop and ate all of the sauce. The worst part was that I had tripled the recipe, so Jake ate 3 pounds of Bolognese sauce! I am certain he would rate the sauce a 5. We had to go out for dinner, but I will make the recipe again and post relevant feedback!PS Jake is fine.","1523578844","5826"
"16803754","Rob Ron","At the end of the cooking process am I to remove the separated fat.  I'm new to this.","1509376809","4143"
"16585135","Andrew from New York","This was a great and helpful guide. Added a few bits more here, reduced a few things there and ended up with a great bolognese. <br/><br/>I have to laugh at the people who are complaining about it not being good. You're saying that you had something on your stove top for 3 hours and not once did you taste it? This is cooking not baking. You taste everything at every step along the way and make adjustments. It is the lazy cook that blames the recipe","1509377171","1999"
"16117338","Mark","I've been making this sauce for 25 years.    It comes out great every time.   I can say that it works with ground beef or a mixture of beef, pork and/or veal.    I can also say that this sauce is 97.32% as good after 1 hour as it is after 3 hours, so if you're impatient.    Noting that it takes about 1 hour to get to step 4, so if you started cooking a bit late, when you get to step 4, you can eat it with minimal reduction in quality after one hour of cooking.","1509374469","1493"
"16118044","Maria","I have the 1979 version of the book. The proportions of ingredients in my cookbook are very different.<br/><br/>For 3/4 lb of beef, go with:<br/>3 tbs each - olive oil and butter<br/>2 tbs each chopped onion, celery and carrot<br/>1/2 c milk<br/>2 c canned Italian tomatoes, roughly chopped.<br/><br/>My recipe calls for adding the wine and cooking off, before adding the milk.<br/><br/>I always make a triple or quadruple recipe.  I cut down on the amount of butter/oil I use - never more than 4-6 tbs of each.  It freezes well.","1509374586","1286"
"31044909","Creggio","Marcella has never never let me down. No exception here. If you have had less than a satisfactory result, less thaN a religious experience, try this: 1.	Do what she says—EXACTLY. 2.	Tell Alexa to play Puccini or Verdi 3.	Use the heavy bottom pot. 4.	Do NOTHING to make any step happen more quickly. 7.	Don’t deviate from her instructions. You will have a different result. Tanti saluti.","1552506640","1059"
"23805063","Brian T Hunt","Authentic. Using a broad, flat noodle such as parpadelle is essential. Chop the vegetables pretty fine- they seem to disappear, but are actually part of the chunks in the ragu. The tip about using a little butter and a little starchy pasta water to toss the sauce with the pasta is also important. And spring for the real Parmesan-Reggiano- desecrating a five-hour ragu with stuff from the green can would not only be disastrously counter-productive and sad, but borderline immoral. :)","1506884418","913"
"17391205","Linda","This the the best Bolognese recipe there is in my opinion. Btw... Ground chuck is 80/20 ground beef. That is also known as 80%. Any leaner beef and the sauce would not be correct. We do not find it too fatty in the least. You need the butter and whole milk for this sauce to be the way it is supposed to be. Using turkey and skim milk might give you a tasty end result, but it is not Marcella's sauce. As far as I am concerned this recipe is perfect as written . No changes necessary.","1508867959","856"
"17582394","Lorraine","I am making this right now and it is going great. I really just wanted to say that I love the expression, ""laziest of simmers"".","1508870501","817"
"16690686","Patricia Garcia","Marcella hailed from the Northern Adriatic coast, where seafood was the most commonly available.  She only learned to cook after she was married, trying to please Victor, who was and is an oenophile.  She was a gifted cook.  I wonder how many of the complainers bothered with the nutmeg...it is the most defining flavor in a true Bolognese sauce, which this most definitely is","1509376877","743"
"17097426","Charlie","I've been making this for over 30 years.  I cook it exactly for 5 hours.  The difference in the taste when you cook it for 3 hours (more bland) and 5 hours is incredible and well worth the time.  It ends up being a thick, concentrated sauce that you don't pour on top of the pasta but that you toss into the pasta.","1508867747","610"
"16530700","Max","Holy goodness. I'm amazed at the number of people who are absolutely sure that the version of Bolognese that they prefer is the one, true, authentic version. I imagine there are as many variations as there are kitchens in Bologna, folks. <br/><br/>If I could add anything to the conversation, it would be to throw a little starchy pasta water in with the sauce and pasta as they are being tossed together, and really bring it all together.","1509375822","501"
"30344688","Amanda","No; it's just a signal that it's finished cooking (""ready to eat""). When sauce cooks long enough that the fat separates it 1) improves the taste of the ingredients, and 2) improves the appearance of the dish. Separated fat looks and tastes beautiful in a dish--it often takes on the deepest colors and flavors in the pot, and is one measure that separates an amateur's dish from a professional's. So, yes! The fat is meant to stay in the pot!","1548518885","456"
"18317247","marcolius","I've made this sauce many times, and I like it for what it is.  I love to doctor things, too, but sometimes a classic is a classic.  That being said, I would add two observations:<br/>-Fresh, blanched, peeled, and chopped tomatoes work well, too.  Lean toward longer cooking time.  Haven't needed to add water when using fresh.<br/>-I finely mince the vegetables, particularly the carrot and celery.  Otherwise, it has a ""beef stew"" appearance that my family finds less appealing.","1508873936","428"
