"CommentID","UserDisplayName","CommentBody","CreateDate","Recommendations"
"16865220","SCA","This is daal, minus a few essential seasonings.<br/><br/>Best made by sautéing the onions, then adding ginger and garlic paste to taste; sautéing fresh chopped tomatoes (no paste); adding spices (turmeric, coriander powder, chili powder, a touch of cinnamon if you like) once the oil has taken on the red color from the tomatoes and the vegetables have a glazed appearance.<br/><br/>Not enough salt in this recipe.  <br/><br/>Make a simple chutney with yogurt, green chilies and cilantro.","1509378895","1751"
"17062143","Jackie","Was looking forward to this making this, and after seeing the comments, made a few changes...used chicken stock, and, instead of water, one 14oz. can of diced tomatoes and more stock. I used 3 carrots instead of 1, and didn't bother to blend....and added a bag of spinach, finished with grated parm, and it was fabulous.","1509378170","1638"
"16889061","Michael","This is a very tasty recipe but I have two suggestions:<br/>1. There is too much liquid for the amount of lentils; therefore add one or two small potatoes, diced, to give the soup more body.<br/>2. Step 4 - No need for more mess of moving half the soup into another pot; get the same rougher consistency by pureeing in one pot but in short bursts until somewhat, but not entirely smooth.","1509378176","947"
"14309009","LL","This recipe makes 4 small bowls of soup. Double the recipe to serve 4-6","1509367493","708"
"17180922","SBDeb","Absolutely delicious! I will never buy lentil soup again. This soup is better than any I've had at any Persian, Arabic or other mediterranian restaurant.<br/>I did add an extra 2 cloves of garlic, extra 1/4 c of lentils, an extra carrot, and used 1/4 tsp chili powder, 1/4 tsp cayenne, and 1/4 tsp of kebab spices ( mostly coriander and cumin)<br/>Consistency and flavor were perfect!","1508868742","513"
"16984677","Mahvash","I followed the suggestion to use 2 carrots, 3 garlic cloves, and 5 cups of chicken broth, 1.5 cup red lentil and no water.  I grated my carrots and sauteed it with the garlic and onion.  I normally don't like red lentils, but this was fantastic. The lemon really rounded the soup. Will make this again.","1509378106","496"
"16871080","SCA","Jules:  for this quantity (1 cup lentils), a couple of plum tomatoes should do.  Important to get nice juicy ripe tomatoes, and to sauté all the vegetables until the oil rises to the top and takes on the red tomato color, otherwise it will retain a somewhat raw taste no matter how long you simmer the soup.  That first step ensures the full release of flavor of the spices.","1509378262","419"
"17104418","Jean","I ate this soup almost every day in Turkey, where sumac and/or mint are added at the end. Sumac is not hard to find in the US (Whole Foods carries it), and adds a lovely tartness more mellow than lemon. The mint is also a nice touch.","1508868191","413"
"16908995","Randy","You'll get more color out of the carrot and the tomato paste than the lentils. Red lentils fade rapidly to pale pink and then yellow as they are exposed to prolonged heat. But forget their color, it's the flavor and texture that makes them so desirable. If you want more red bump up the tomato or add some sweet smoked Spanish paprika--the subtle smoke note is terrific with lentils of all hues.","1509378364","330"
"16059500","MJ","We like to zest the lemon as well.  The brightness of flavor this adds is incredible.  The flavor just explodes in your mouth!","1509374845","314"
"17242954","Gary","I make this all the time. At the end I often add fish (a pound of tilapia works nicely) to make a rich one-pot dinner - like a thick chowder. (The fish cooks in the hot soup.) I like things spicy so I then adjust the seasonings (including the amount of lemon) accordingly; and I let the volume reduce a bit by not covering the pot tightly when simmering.","1508867434","304"
"16879637","Isabel","Just made this for the first time, and it was delicious. I understand that some people do not like cilantro, but it really does benefit from that flavour, as well as the lemon juice. Keep those two ingredients in there, and you won't be sorry! I followed the recipe exactly, and didn't find it too thin. I have leftovers, and keep going back to the pot for another spoonful. I will say that it gets thicker as it cools. Highly recommend, and will definitely make again.","1509379226","236"
"16933021","Zoe","After I used the immersion blender, I added a bunch of lacinato kale torn into small pieces and cooked for a few more minutes until wilted. Delicious!","1509378764","222"
"14912778","Katy","I have made this soup at least 3 dozen times, always yielding the same delicious results. It freezes beautifully making it a great option for make-ahead menu item or impromtu dinner party. In addition to the cilantro, I like to garnish with toasted pepitas. It's so good I've served it as light lunch item on Thanksgiving.","1509369081","204"
"14322464","Carey Larsen","This is such an easy, healthy, inexpensive soup. I add two tablespoons of barley to give it a little silkiness. Also use ground chipotle pepper. I cook this in my pressure cooker for about 9 minutes, which results in no need for the immersion blender step.","1509366661","183"
"17054047","Val","This is a wonderful soup with the following amendments: double the spicing, use three carrots instead of one, and use an entire small can of tomato paste. Salt to taste. I also add a dollop of plain yogurt on top at the end when served with the cilantro.","1509379228","109"
"16522575","Anita","This soup is wonderfully delicious.  For a variation I add 1 teaspoon of curry powder to the spices and then serve the soup with a dollop of yogurt.  I also saute the carrots with the onion and garlic to bring out more sweetness.  Yummm!","1509375438","101"
"17133431","Sally","After reading all the comments, I used sumac & mint at the end, to make it more like the Turkish version.  Served it with crustini with tomato/basil/buffalo mozzarella, to bring in another Mediterranean flavor.  Fabulous and fun weeknight dinner!","1508868010","86"
"17172990","Nancy","Delicious. But I followed the advice of others here and added a lot more spices: 1 extra TBS of tomato paste, 1 tsp smoked paprika, 1tsp smoked coriander, an additional tsp of salt. Also let it simmer an extra 10 minutes which thickened it up a bit.","1508867359","79"
